SK_ID_CURR,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,FONDKAPREMONT_MODE,HOUSETYPE_MODE,WALLSMATERIAL_MODE,EMERGENCYSTATE_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR,CREDIT_INCOME_PERCENT,ANNUITY_INCOME_PERCENT,CREDIT_TERM
101098,Cash loans,F,Y,N,1,180000.0,1096020.0,59589.0,Unaccompanied,Working,Higher education,Civil marriage,House / apartment,0.0196889999999999,-11215,-298.0,-5056.0,-3702,8.0,1,1,0,1,0,1,Sales staff,3.0,2,THURSDAY,7,0,0,0,0,0,0,Business Entity Type 3,,0.7190967411117091,0.4596904504249018,,,,,,,,,,,,,,,,,0.0,0.0,0.0,-1554.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,1.0,6.089,0.33105,0.054368533420922974
327727,Cash loans,F,N,N,1,90000.0,760500.0,22234.5,Unaccompanied,State servant,Secondary / secondary special,Married,House / apartment,0.030755,-19943,-7344.0,-10427.0,-3423,,1,1,0,1,0,0,Secretaries,3.0,2,TUESDAY,10,0,0,0,0,0,0,Medicine,,0.6781868079688055,0.5531646987710016,,,,,,,,,,,,,,,,,0.0,0.0,0.0,-1372.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,8.45,0.24705,0.029236686390532545
312519,Cash loans,M,Y,N,0,65700.0,508495.5,20295.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.030755,-23595,,-3891.0,-3890,30.0,1,0,0,1,0,0,,2.0,2,TUESDAY,13,0,0,0,0,0,0,XNA,,0.6723849604396847,0.6144143775673561,0.1416,0.1122,0.9846,0.7892,0.0051,0.0932,0.2183,0.2221,0.2638,0.0792,0.0013,0.0085,reg oper spec account,block of flats,Panel,No,2.0,0.0,0.0,-273.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,7.0,7.739657534246575,0.3089041095890411,0.03991185762705864
242347,Revolving loans,F,N,N,0,108000.0,315000.0,15750.0,Unaccompanied,Working,Secondary / secondary special,Married,Municipal apartment,0.001276,-20450,-1071.0,-2781.0,-3446,,1,1,1,1,1,0,,2.0,2,THURSDAY,5,0,0,0,0,0,0,Government,,0.4147818540559113,,0.033,0.0,0.9801,0.728,0.0028,0.0,0.069,0.125,0.1667,0.0187,0.0154,0.0112,reg oper account,block of flats,Block,No,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,2.9166666666666665,0.14583333333333334,0.05
269090,Cash loans,M,Y,Y,1,315000.0,1125000.0,47794.5,Family,Commercial associate,Higher education,Married,House / apartment,0.0196889999999999,-10398,-634.0,-5019.0,-2766,2.0,1,1,0,1,0,0,Managers,3.0,2,FRIDAY,12,0,0,0,0,0,0,Business Entity Type 3,0.3791383834934871,0.2858978721410488,0.3876253444214701,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,3.5714285714285716,0.15172857142857143,0.042484
383626,Cash loans,F,N,N,0,135000.0,675000.0,19345.5,Unaccompanied,Working,Secondary / secondary special,Widow,House / apartment,0.0196889999999999,-22514,-15699.0,-1104.0,-4929,,1,1,1,1,1,0,Accountants,1.0,2,MONDAY,12,0,0,0,0,0,0,Business Entity Type 2,,0.2776667317418485,0.5352762504724826,,,,,,,,,,,,,,,,,4.0,0.0,0.0,-2610.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.1433,0.02866
380100,Cash loans,M,Y,Y,0,112500.0,268659.0,29061.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.020713,-17806,-1685.0,-2482.0,-1361,5.0,1,1,0,1,0,0,Security staff,2.0,3,TUESDAY,9,0,0,0,0,0,0,Agriculture,,0.7397324081590397,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,-424.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,2.38808,0.25832,0.10817058055006533
291043,Cash loans,F,N,N,0,180000.0,2013840.0,53253.0,Family,Working,Secondary / secondary special,Married,House / apartment,0.010147,-15501,-1902.0,-2769.0,-2870,,1,1,0,1,0,0,Sales staff,2.0,2,TUESDAY,18,0,0,0,0,0,0,Self-employed,,0.4395724139638391,0.6347055309763198,0.0082,,0.9776,,,0.0,0.0345,0.0417,,,,,,block of flats,"Stone, brick",No,2.0,0.0,0.0,-974.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,5.0,11.188,0.29585,0.026443510904540578
208180,Cash loans,F,N,Y,2,90000.0,909000.0,26707.5,Unaccompanied,State servant,Secondary / secondary special,Married,House / apartment,0.00702,-12174,-335.0,-381.0,-3273,,1,1,0,1,0,0,,4.0,2,TUESDAY,14,0,0,0,0,0,0,School,,0.2186072767727359,0.4848514754962666,,,,,,,,,,,,,,,,,2.0,0.0,0.0,-143.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0,10.1,0.29675,0.02938118811881188
298950,Cash loans,M,Y,Y,0,157500.0,276277.5,22279.5,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.022625,-15476,-2141.0,-4820.0,-4763,6.0,1,1,0,1,1,0,Drivers,2.0,2,SATURDAY,9,0,0,0,0,1,1,Transport: type 4,,0.7327001517115781,0.0005272652387098,,,,,,,,,,,,,,,,,0.0,0.0,0.0,-1995.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.7541428571428572,0.14145714285714286,0.08064174607052692
271184,Cash loans,M,Y,Y,1,135000.0,1303812.0,38250.0,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.031329,-15868,-909.0,-3849.0,-3850,7.0,1,1,0,1,0,0,Core staff,3.0,2,MONDAY,12,0,0,0,0,0,0,Industry: type 7,0.3295684793780445,0.6713339783744825,0.6754132910917112,0.0124,,0.9707,0.5988,,0.0,0.069,0.0417,,0.0332,0.0,0.0,reg oper account,block of flats,Block,No,2.0,0.0,0.0,-1870.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,9.657866666666667,0.2833333333333333,0.029337051660822264
441745,Cash loans,F,N,Y,1,157500.0,148365.0,12024.0,Unaccompanied,Working,Incomplete higher,Married,House / apartment,0.0105,-11848,-1301.0,-3512.0,-4396,,1,1,1,1,1,0,,3.0,3,MONDAY,15,0,0,0,0,0,0,Medicine,0.4567248324740976,0.1083148204113411,0.3572932680336494,,,,,,,,,,,,,,,,,0.0,0.0,0.0,-1533.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,3.0,0.942,0.07634285714285714,0.08104337276311799
188264,Cash loans,M,N,Y,2,135000.0,387000.0,14719.5,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.031329,-11631,-408.0,-5499.0,-1600,,1,1,1,1,1,0,Drivers,3.0,2,SUNDAY,14,0,0,0,1,1,0,Industry: type 11,,0.1923160541736026,0.5442347412142162,0.0021,0.0,0.9742,,,0.0,0.0345,0.0,,0.0,,0.0,,block of flats,Wooden,No,1.0,1.0,0.0,-714.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,2.0,2.8666666666666667,0.10903333333333333,0.03803488372093023
360466,Cash loans,F,N,Y,0,148500.0,288873.0,19305.0,Unaccompanied,Commercial associate,Incomplete higher,Single / not married,Municipal apartment,0.04622,-12689,-135.0,-6481.0,-3409,,1,1,0,1,0,0,Core staff,1.0,1,TUESDAY,17,0,1,1,0,0,0,Trade: type 3,,0.7169627531674592,,0.3711,0.2161,0.9836,0.7756,0.0711,0.4,0.3448,0.3333,0.375,0.0,0.0,0.0,reg oper account,block of flats,Panel,No,0.0,0.0,0.0,-485.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,1.9452727272727273,0.13,0.06682867557715674
280523,Cash loans,F,Y,Y,2,270000.0,1185282.0,38236.5,"Spouse, partner",Pensioner,Higher education,Civil marriage,House / apartment,0.072508,-17051,,-11139.0,-591,64.0,1,0,0,1,0,0,,4.0,1,FRIDAY,14,0,0,0,0,0,0,XNA,,0.7094486613920431,0.8193176922872417,0.2769,0.1482,0.9781,0.7008,0.0,0.32,0.2345,0.375,0.0417,0.2269,0.0,0.0756,not specified,block of flats,Panel,No,0.0,0.0,0.0,-946.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.0,4.3899333333333335,0.14161666666666667,0.032259411684308036
113991,Cash loans,F,N,N,0,157500.0,938304.0,30492.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.025164,-15946,-5298.0,-3549.0,-4686,,1,1,0,1,0,0,,2.0,2,THURSDAY,13,0,0,0,0,0,0,Industry: type 11,,0.5476972086864886,0.5832379256761245,0.0928,0.0989,0.9846,0.7892,0.015,0.0,0.2069,0.2083,0.25,0.078,0.0,0.0,reg oper account,block of flats,Panel,No,1.0,0.0,0.0,-3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,5.957485714285714,0.1936,0.03249693063228975
336948,Cash loans,F,Y,Y,0,90000.0,450000.0,22018.5,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.018209,-18102,-6603.0,-2601.0,-1651,3.0,1,1,0,1,1,0,Cooking staff,2.0,3,SUNDAY,12,0,0,0,0,0,0,Industry: type 3,,0.2371286238322104,0.4258928980051529,,,,,,,,,,,,,,,,,3.0,2.0,2.0,-2026.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.24465,0.04893
276220,Cash loans,F,N,Y,0,315000.0,513000.0,26320.5,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.018209,-11129,-3026.0,-5231.0,-494,,1,1,0,1,0,1,,2.0,3,SUNDAY,9,0,0,0,0,0,0,Other,0.5624749205243246,0.3508057545735787,0.5691487713619409,,,,,,,,,,,,,,,,,1.0,1.0,1.0,-1702.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.6285714285714286,0.08355714285714286,0.05130701754385965
180778,Cash loans,F,N,Y,0,67500.0,646920.0,20997.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.00712,-19723,-998.0,-7227.0,-3280,,1,1,0,1,0,0,Laborers,2.0,2,MONDAY,10,0,0,0,0,1,1,Industry: type 3,,0.2622583692422573,0.8347841592331774,,,,,,,,,,,,,,,,,0.0,0.0,0.0,-518.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,9.584,0.31106666666666666,0.032456872565386756
109912,Cash loans,M,Y,N,0,292500.0,900000.0,45954.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.020713,-15373,-1994.0,-4896.0,-4251,11.0,1,1,1,1,0,1,Drivers,2.0,3,FRIDAY,12,0,0,0,1,1,0,Business Entity Type 3,0.5399757696530657,0.5599356306312757,,,,,,,,,,,,,,,,,,2.0,0.0,0.0,-682.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,3.076923076923077,0.1571076923076923,0.05106
251810,Cash loans,M,Y,N,0,225000.0,675000.0,21937.5,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.014464,-13503,-1369.0,-3931.0,-4459,3.0,1,1,0,1,0,0,High skill tech staff,2.0,2,FRIDAY,17,0,0,0,0,0,0,Industry: type 3,,0.3732452113049784,0.5298898341969072,0.2979,0.0403,0.9801,0.728,0.0417,0.0,0.1379,0.2083,0.0417,0.1666,0.027,0.0265,reg oper account,block of flats,"Stone, brick",No,0.0,0.0,0.0,-3.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,0.0975,0.0325
123549,Cash loans,F,N,Y,0,135000.0,500566.5,37426.5,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.009549,-14854,-385.0,-1172.0,-2108,,1,1,1,1,1,0,Secretaries,2.0,2,FRIDAY,14,0,0,0,0,0,0,Medicine,0.7329796147185458,0.5920946007681329,0.4066174366275036,0.0876,0.0756,0.9796,,,,0.2069,0.1667,,0.081,,,,block of flats,Panel,No,0.0,0.0,0.0,-706.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,3.7079,0.27723333333333333,0.07476828753022825
369852,Cash loans,F,N,Y,1,225000.0,229500.0,11290.5,Unaccompanied,Working,Higher education,Married,House / apartment,0.026392,-12799,-173.0,-2204.0,-2142,,1,1,0,1,0,0,Core staff,3.0,2,TUESDAY,11,0,0,0,0,0,0,Advertising,0.1775347113263031,0.6730541814330537,0.1735274304649146,0.2763,0.243,0.9816,,,0.0,0.5862,0.1667,,0.2753,,0.0028,,block of flats,Panel,No,5.0,1.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,5.0,0.0,1.0,1.02,0.05018,0.049196078431372546
435956,Cash loans,F,Y,Y,0,135000.0,149256.0,15421.5,Family,Pensioner,Higher education,Married,House / apartment,0.010006,-20228,,-1508.0,-2808,10.0,1,0,0,1,0,0,,2.0,2,SATURDAY,14,0,0,0,0,0,0,XNA,0.6820666099049353,0.7317440086799223,0.5262949398096192,0.0619,0.0727,0.9861,0.8096,,0.0,0.1034,0.1667,0.0417,,0.0,0.0,reg oper account,block of flats,Panel,No,1.0,0.0,0.0,-521.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,1.0,1.1056,0.11423333333333334,0.10332247949831162
246853,Cash loans,F,N,N,1,112500.0,900000.0,32328.0,Unaccompanied,State servant,Higher education,Married,House / apartment,0.015221,-10395,-819.0,-2254.0,-2351,,1,1,1,1,0,0,Accountants,3.0,2,MONDAY,19,0,0,0,1,1,0,Government,0.7575284695978214,0.5963654785549136,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,-620.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,8.0,0.28736,0.03592
167498,Revolving loans,F,Y,N,0,90000.0,180000.0,9000.0,Unaccompanied,Commercial associate,Higher education,Civil marriage,House / apartment,0.008068,-7811,-502.0,-2369.0,-500,64.0,1,1,0,1,0,0,Sales staff,2.0,3,TUESDAY,9,0,0,0,1,1,0,Self-employed,0.0661109324614348,0.3959091678605737,0.4632753280912678,0.0165,,0.9776,,,0.0,0.069,0.0417,,0.0095,,0.0,,block of flats,"Stone, brick",No,1.0,0.0,0.0,-991.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.1,0.05
184954,Cash loans,F,N,Y,0,108000.0,509922.0,28602.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.031329,-20087,-1698.0,-2177.0,-2717,,1,1,0,1,0,0,Cooking staff,1.0,2,TUESDAY,16,0,0,0,0,0,0,Self-employed,,0.6553576518259823,0.5779691187553125,0.0928,0.1152,0.9851,0.7959999999999999,0.0111,0.0,0.2069,0.1667,0.2083,0.033,0.0,0.0,reg oper account,block of flats,Panel,No,2.0,1.0,1.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0,4.7215,0.2648333333333333,0.05609093155423771
443635,Revolving loans,F,N,Y,0,144000.0,270000.0,13500.0,Unaccompanied,Working,Incomplete higher,Civil marriage,House / apartment,0.032561,-7766,-901.0,-7518.0,-442,,1,1,0,1,0,0,Core staff,2.0,1,FRIDAY,18,0,0,0,0,0,0,Restaurant,,0.1354842873408809,0.1624419982223248,0.0124,,0.9707,,,,0.069,0.0417,,,,,,,"Stone, brick",No,7.0,0.0,0.0,-348.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.875,0.09375,0.05
307900,Cash loans,M,Y,N,0,270000.0,572076.0,45999.0,Unaccompanied,Pensioner,Higher education,Separated,House / apartment,0.072508,-23279,,-3606.0,-2459,12.0,1,0,0,1,1,0,,1.0,1,WEDNESDAY,15,1,0,0,1,0,0,XNA,0.5794151176802951,0.7339574037920628,0.1830351672178103,0.25,0.1913,0.9771,0.6872,0.4802,0.28,0.1724,0.3958,0.4375,0.15,0.0097,0.0572,reg oper account,block of flats,"Stone, brick",No,0.0,0.0,0.0,-1269.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0,2.1188,0.17036666666666667,0.0804071487005223
438302,Cash loans,M,N,Y,0,171000.0,1011955.5,56637.0,Family,Working,Secondary / secondary special,Married,House / apartment,0.025164,-15050,-4036.0,-3960.0,-4721,,1,1,1,1,1,1,High skill tech staff,2.0,2,MONDAY,9,0,0,0,0,0,0,Government,0.2626568402774512,0.6751295617783118,0.6832688314232291,0.1299,0.382,0.9692,0.5784,0.0251,0.0,0.3103,0.1667,0.2083,0.1403,0.0116,0.113,reg oper account,block of flats,"Stone, brick",No,0.0,0.0,0.0,-111.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,6.0,5.917868421052631,0.33121052631578946,0.05596787605779108
